dc_id,sku_id,target_doi
DC013,SKU006,3.0
DC013,SKU007,7.206252685503519
DC013,SKU008,5.2058777727741
DC013,SKU009,3.0
DC013,SKU010,5.129566681837352
DC013,SKU011,3.0
DC013,SKU012,18.020455075631176
DC013,SKU013,6.082406031288488
DC013,SKU014,3.0
DC013,SKU015,3.0
DC013,SKU016,3.0
DC013,SKU017,3.0
DC013,SKU018,3.0
DC013,SKU019,3.0
DC013,SKU020,3.0
DC013,SKU021,5.973413654761741
DC013,SKU022,3.0
DC013,SKU023,3.0
DC013,SKU024,3.0
DC013,SKU025,3.0
DC013,SKU026,3.0
DC013,SKU027,10.061161121159156
DC013,SKU028,3.0
DC013,SKU029,6.958494253464557
DC013,SKU030,2.493406719642241
DC013,SKU031,3.681899962275944
DC013,SKU032,3.0
DC013,SKU033,10.219682101564768
DC013,SKU034,3.0
DC013,SKU035,14.50225667870762
DC013,SKU036,5.139991461357921
DC013,SKU037,4.671467813776499
DC013,SKU038,2.990337963859395
DC013,SKU039,3.109162425226167
DC013,SKU040,4.649350830863272
DC013,SKU041,4.62363247411121
DC013,SKU042,3.0
DC013,SKU043,3.0
DC013,SKU044,3.950405865829102
DC013,SKU045,7.872966910475619
DC013,SKU046,11.359927252390646
DC013,SKU047,4.989122693277499
DC013,SKU048,2.7143363549879487
DC013,SKU049,4.076308692485441
DC013,SKU050,3.0
DC013,SKU051,3.0
DC013,SKU052,3.0
DC013,SKU053,3.0
DC013,SKU054,6.798649376559217
DC013,SKU055,3.0
DC013,SKU056,3.0
DC013,SKU057,3.0
DC013,SKU058,8.050179380194033
DC013,SKU059,3.0
DC013,SKU060,8.533068822300612
DC013,SKU061,3.0
DC013,SKU062,4.494714854743182
DC013,SKU063,3.8822410785523
DC013,SKU064,4.370745774716516
DC013,SKU065,3.952327619893257
DC013,SKU066,6.03287613474037
DC013,SKU067,3.0
DC013,SKU068,3.569297890656264
DC013,SKU069,3.0
DC013,SKU070,3.690377344385232
DC013,SKU071,3.0
DC013,SKU072,9.679113779430986
DC013,SKU073,3.0
DC013,SKU074,10.723777103967477
DC013,SKU075,3.66681341661399
DC013,SKU076,3.0
DC013,SKU077,6.145512809346531
DC013,SKU078,4.286970289904184
DC013,SKU079,8.900492245377855
DC013,SKU080,3.0
DC013,SKU081,3.0
DC013,SKU082,3.0
DC013,SKU083,4.40898808846746
DC013,SKU084,4.621130008509975
DC013,SKU085,3.784881754017648
DC013,SKU086,3.0
DC013,SKU087,3.0
DC013,SKU088,3.0
DC013,SKU089,3.0
DC013,SKU090,3.0
DC013,SKU091,3.0
DC013,SKU092,3.0
DC013,SKU093,3.0
DC013,SKU094,3.0
DC013,SKU095,3.0
DC013,SKU096,3.0
DC013,SKU097,3.0
DC013,SKU098,4.322962419921158
DC013,SKU099,5.798061459364577
DC013,SKU100,3.72545233374992
DC013,SKU101,10.647000554420067
DC013,SKU102,3.0
DC013,SKU103,3.0
DC013,SKU104,3.0
DC014,SKU001,3.0
DC014,SKU002,3.0
DC014,SKU003,3.0
DC014,SKU004,3.0
DC014,SKU005,3.0
DC014,SKU006,3.0
DC014,SKU007,6.542412124135795
DC014,SKU008,5.366446367891408
DC014,SKU009,3.0
DC014,SKU010,3.0
DC014,SKU011,3.0
DC014,SKU012,3.0
DC014,SKU013,7.781591786334497
DC014,SKU014,3.0
DC014,SKU015,3.0
DC014,SKU016,3.0
DC014,SKU017,3.0
DC014,SKU018,3.0
DC014,SKU019,11.247076068330172
DC014,SKU020,3.0
DC014,SKU021,3.840498327415845
DC014,SKU022,3.0
DC014,SKU023,3.0
DC014,SKU024,3.0
DC014,SKU025,3.0
DC014,SKU026,3.0
DC014,SKU027,3.0
DC014,SKU028,3.0
DC014,SKU029,6.927289909315934
DC014,SKU030,2.8681051471354
DC014,SKU031,5.077941498152248
DC014,SKU032,3.0
DC014,SKU033,5.589564085989581
DC014,SKU034,3.0
DC014,SKU035,17.76375438571157
DC014,SKU036,5.786879409205533
DC014,SKU037,6.874663336096207
DC014,SKU038,3.85903048785388
DC014,SKU039,3.0
DC014,SKU040,5.104486324996116
DC014,SKU041,3.0
DC014,SKU042,3.0
DC014,SKU043,3.0
DC014,SKU044,4.231288122000604
DC014,SKU045,3.0
DC014,SKU046,3.0
DC014,SKU047,4.993192909969574
DC014,SKU048,6.506677039225796
DC014,SKU049,4.766702613920257
DC014,SKU050,3.0
DC014,SKU051,3.0
DC014,SKU052,3.0
DC014,SKU053,3.0
DC014,SKU054,10.439910710679312
DC014,SKU055,3.0
DC014,SKU056,3.0
DC014,SKU057,3.0
DC014,SKU058,4.155084290774474
DC014,SKU059,3.0
DC014,SKU060,3.0
DC014,SKU061,3.0
DC014,SKU062,5.841981284021578
DC014,SKU063,3.9729729498741015
DC014,SKU064,3.522737013195951
DC014,SKU065,3.0
DC014,SKU066,9.105251865660955
DC014,SKU067,3.0
DC014,SKU068,3.0
DC014,SKU069,3.0
DC014,SKU070,3.0
DC014,SKU071,3.0
DC014,SKU072,2.922996870795919
DC014,SKU073,3.0
DC014,SKU074,3.225935789618309
DC014,SKU075,3.0
DC014,SKU076,3.0
DC014,SKU077,2.608504926619058
DC014,SKU078,3.0
DC014,SKU079,4.050058902790507
DC014,SKU080,3.0
DC014,SKU081,3.0
DC014,SKU082,3.0
DC014,SKU083,3.941910146447277
DC014,SKU084,3.0
DC014,SKU085,9.476674805950235
DC014,SKU086,3.0
DC014,SKU087,3.0
DC014,SKU088,3.0
DC014,SKU089,3.0
DC014,SKU090,3.0
DC014,SKU091,3.0
DC014,SKU092,3.0
DC014,SKU093,3.0
DC014,SKU094,3.0
DC014,SKU095,3.0
DC014,SKU096,3.0
DC014,SKU097,2.6104132508871496
DC014,SKU098,11.015992122348528
DC014,SKU099,3.062498593895186
DC014,SKU100,3.5663279660507694
DC014,SKU101,3.0
DC014,SKU102,3.0
DC014,SKU103,3.0
DC014,SKU104,3.0
DC015,SKU001,3.0
DC015,SKU002,3.0
DC015,SKU003,3.0
DC015,SKU004,3.0
DC015,SKU005,3.0
DC015,SKU006,3.0
DC015,SKU007,6.7718906988072485
DC015,SKU008,3.975440478708261
DC015,SKU009,3.0
DC015,SKU010,4.862628240249998
DC015,SKU011,3.0
DC015,SKU012,3.8952099167313112
DC015,SKU013,5.457816795642635
DC015,SKU014,3.0
DC015,SKU015,3.0
DC015,SKU016,3.0
DC015,SKU017,3.0
DC015,SKU018,3.0
DC015,SKU019,5.757760371173765
DC015,SKU020,3.0
DC015,SKU021,5.800930898858064
DC015,SKU022,3.0
DC015,SKU023,3.0
DC015,SKU024,3.0
DC015,SKU025,3.0
DC015,SKU026,3.0
DC015,SKU027,4.73001560928317
DC015,SKU028,3.0
DC015,SKU029,6.500938558358529
DC015,SKU030,2.9201082212925007
DC015,SKU031,3.1823470525608046
DC015,SKU032,3.0
DC015,SKU033,3.6019869938787505
DC015,SKU034,3.0
DC015,SKU035,12.485873778518789
DC015,SKU036,4.097900267413801
DC015,SKU037,3.424662986744488
DC015,SKU038,2.821430666360838
DC015,SKU039,5.964986973142887
DC015,SKU040,3.626980035220401
DC015,SKU041,5.423672943033565
DC015,SKU042,3.0
DC015,SKU043,3.0
DC015,SKU044,4.049234903493687
DC015,SKU045,2.971460332961588
DC015,SKU046,3.337513722879143
DC015,SKU047,3.5910345285400496
DC015,SKU048,3.0
DC015,SKU049,3.831455360700485
DC015,SKU050,3.0
DC015,SKU051,3.0
DC015,SKU052,3.0
DC015,SKU053,3.0
DC015,SKU054,6.9736927200798
DC015,SKU055,3.0
DC015,SKU056,3.0
DC015,SKU057,3.0
DC015,SKU058,3.5897287864781875
DC015,SKU059,3.0
DC015,SKU060,3.0
DC015,SKU061,3.0
DC015,SKU062,4.096793534322347
DC015,SKU063,3.011744874270104
DC015,SKU064,3.4596178361901
DC015,SKU065,4.3982552467701135
DC015,SKU066,9.361521503910245
DC015,SKU067,4.075820496300323
DC015,SKU068,4.405114296919351
DC015,SKU069,3.0
DC015,SKU070,7.712994342164583
DC015,SKU071,3.0
DC015,SKU072,5.507245611137478
DC015,SKU073,5.280903539229976
DC015,SKU074,3.042412615237607
DC015,SKU075,4.956388991193361
DC015,SKU076,3.0
DC015,SKU077,6.558937118121156
DC015,SKU078,23.73191529054236
DC015,SKU079,3.062522884074274
DC015,SKU080,3.0
DC015,SKU081,3.0
DC015,SKU082,3.0
DC015,SKU083,3.361016502194979
DC015,SKU084,4.269839459915896
DC015,SKU085,5.018705744224287
DC015,SKU086,3.0
DC015,SKU087,3.0
DC015,SKU088,3.0
DC015,SKU089,3.0
DC015,SKU090,3.0
DC015,SKU091,3.0860654697725747
DC015,SKU092,3.0
DC015,SKU093,3.0
DC015,SKU094,3.0
DC015,SKU095,3.0
DC015,SKU096,3.0
DC015,SKU097,2.4607350875942213
DC015,SKU098,2.523244168276512
DC015,SKU099,4.047715515574458
DC015,SKU100,4.264497815068532
DC015,SKU101,5.289804595651495
DC015,SKU102,3.0
DC015,SKU103,3.0
DC015,SKU104,3.0
DC016,SKU001,3.0
DC016,SKU002,3.0
DC016,SKU003,3.0
DC016,SKU004,3.0
DC016,SKU005,3.0
DC016,SKU006,3.0
DC016,SKU007,5.857809858962919
DC016,SKU008,4.611631600309528
DC016,SKU009,3.0
DC016,SKU010,3.06864879186402
DC016,SKU011,3.0
DC016,SKU012,3.0
DC016,SKU013,6.001114722807773
DC016,SKU014,3.0
DC016,SKU015,3.0
DC016,SKU016,3.0
DC016,SKU017,3.0
DC016,SKU018,3.0
DC016,SKU019,24.537225604178605
DC016,SKU020,3.0
DC016,SKU021,3.4405452777486354
DC016,SKU022,3.0
DC016,SKU023,3.0
DC016,SKU024,3.0
DC016,SKU025,3.0
DC016,SKU026,3.0
DC016,SKU027,3.0
DC016,SKU028,3.0
DC016,SKU029,3.208519878125178
DC016,SKU030,3.693689979355476
DC016,SKU031,3.0696615632258824
DC016,SKU032,3.0
DC016,SKU033,4.3415236423240495
DC016,SKU034,3.0
DC016,SKU035,3.4351697992369297
DC016,SKU036,4.138494809993149
DC016,SKU037,4.6630101322714514
DC016,SKU038,3.5632589914826984
DC016,SKU039,14.020036390112889
DC016,SKU040,4.35927759464522
DC016,SKU041,3.021648736559511
DC016,SKU042,3.746773898813449
DC016,SKU043,3.0
DC016,SKU044,3.847590322542184
DC016,SKU045,2.795444878417858
DC016,SKU046,2.6583217759096023
DC016,SKU047,5.465091394028392
DC016,SKU048,3.0
DC016,SKU049,4.853310300734986
DC016,SKU050,3.0
DC016,SKU051,3.0
DC016,SKU052,3.0
DC016,SKU053,3.0
DC016,SKU054,8.489517382055109
DC016,SKU055,3.0
DC016,SKU056,3.0
DC016,SKU057,3.0
DC016,SKU058,7.556117581329758
DC016,SKU059,3.0
DC016,SKU060,3.0
DC016,SKU061,3.0
DC016,SKU062,5.4686730232891305
DC016,SKU063,3.833054877316268
DC016,SKU064,3.641850461568873
DC016,SKU065,4.716997038200314
DC016,SKU066,4.730230166768339
DC016,SKU067,3.0
DC016,SKU068,5.923536504972887
DC016,SKU069,3.0
DC016,SKU070,3.0
DC016,SKU071,3.0
DC016,SKU072,4.603869763285071
DC016,SKU073,3.0
DC016,SKU074,8.210561765864277
DC016,SKU075,3.0
DC016,SKU076,3.0
DC016,SKU077,2.938701774503648
DC016,SKU078,34.78302892756679
DC016,SKU079,4.513749948362996
DC016,SKU080,3.0
DC016,SKU081,3.0
DC016,SKU082,3.0
DC016,SKU083,3.7854533337314216
DC016,SKU084,5.511806825560289
DC016,SKU085,3.6519161119073766
DC016,SKU086,3.0
DC016,SKU087,3.0
DC016,SKU088,3.0
DC016,SKU089,3.0
DC016,SKU090,3.0
DC016,SKU091,3.0
DC016,SKU092,3.0
DC016,SKU093,3.0
DC016,SKU094,3.0
DC016,SKU095,3.0
DC016,SKU096,3.0
DC016,SKU097,4.446792531319716
DC016,SKU098,3.192847663466873
DC016,SKU099,6.839285202487332
DC016,SKU100,5.103185447041214
DC016,SKU101,3.291061753667747
DC016,SKU102,11.979962518399924
DC016,SKU103,3.0
DC016,SKU104,3.0
DC017,SKU001,3.0
DC017,SKU002,3.0
DC017,SKU003,3.0
DC017,SKU004,3.0
DC017,SKU005,3.0
DC017,SKU006,3.0
DC017,SKU007,4.686184521331218
DC017,SKU008,4.548564569059301
DC017,SKU009,3.0
DC017,SKU010,2.681851136391001
DC017,SKU011,3.0
DC017,SKU012,3.0
DC017,SKU013,3.5077789867935136
DC017,SKU014,3.0
DC017,SKU015,3.0
DC017,SKU016,3.0
DC017,SKU017,3.0
DC017,SKU018,3.0
DC017,SKU019,7.825093300222477
DC017,SKU020,3.0
DC017,SKU021,3.1418516243409247
DC017,SKU022,3.0
DC017,SKU023,3.0
DC017,SKU024,3.0
DC017,SKU025,3.0
DC017,SKU026,3.0
DC017,SKU027,21.58348886850693
DC017,SKU028,3.0
DC017,SKU029,7.896845986653491
DC017,SKU030,3.584062067440376
DC017,SKU031,28.03506168438943
DC017,SKU032,3.0
DC017,SKU033,13.275492589976142
DC017,SKU034,3.0
DC017,SKU035,3.046215175055078
DC017,SKU036,5.043969817064924
DC017,SKU037,4.128623296165147
DC017,SKU038,2.6707183275906923
DC017,SKU039,4.985913066580316
DC017,SKU040,3.5067503099450708
DC017,SKU041,5.414406691514076
DC017,SKU042,3.214865402017923
DC017,SKU043,3.0
DC017,SKU044,3.48656010163911
DC017,SKU045,3.0
DC017,SKU046,3.0
DC017,SKU047,4.811365260978149
DC017,SKU048,3.536133245777592
DC017,SKU049,5.301776293579618
DC017,SKU050,3.0
DC017,SKU051,3.0
DC017,SKU052,3.0
DC017,SKU053,2.702808485081078
DC017,SKU054,4.969001444043241
DC017,SKU055,3.0
DC017,SKU056,3.0
DC017,SKU057,3.0
DC017,SKU058,4.297115580779961
DC017,SKU059,3.0
DC017,SKU060,3.567980414903696
DC017,SKU061,3.0
DC017,SKU062,4.149848698483653
DC017,SKU063,3.21604146703219
DC017,SKU064,3.436256395274956
DC017,SKU065,4.657025582550448
DC017,SKU066,7.534630351262645
DC017,SKU067,3.0
DC017,SKU068,3.1679329124200737
DC017,SKU069,3.0
DC017,SKU070,3.0
DC017,SKU071,3.0
DC017,SKU072,6.819619273457952
DC017,SKU073,3.0
DC017,SKU074,4.089917905401206
DC017,SKU075,4.480843998642592
DC017,SKU076,3.0
DC017,SKU077,25.320109773178995
DC017,SKU078,5.756200936185159
DC017,SKU079,3.797384735574681
DC017,SKU080,3.0
DC017,SKU081,3.0
DC017,SKU082,3.0
DC017,SKU083,3.007608437193502
DC017,SKU084,4.673712118303943
DC017,SKU085,3.838651766053743
DC017,SKU086,3.0
DC017,SKU087,3.0
DC017,SKU088,3.0
DC017,SKU089,3.0
DC017,SKU090,3.0
DC017,SKU091,3.0
DC017,SKU092,3.0
DC017,SKU093,3.0
DC017,SKU094,3.0
DC017,SKU095,3.0
DC017,SKU096,3.0
DC017,SKU097,3.059922845407085
DC017,SKU098,8.301449516744908
DC017,SKU099,4.147858704721951
DC017,SKU100,4.442957579788453
DC017,SKU101,3.0
DC017,SKU102,3.0
DC017,SKU103,3.0
DC017,SKU104,3.0
DC018,SKU001,3.0
DC018,SKU002,3.0
DC018,SKU003,3.0
DC018,SKU004,3.0
DC018,SKU005,3.0
DC018,SKU006,3.0
DC018,SKU007,8.11205303538541
DC018,SKU008,5.2459643488205
DC018,SKU009,3.0
DC018,SKU010,6.315320497267404
DC018,SKU011,3.0
DC018,SKU012,97.82779356903328
DC018,SKU013,5.059218045448889
DC018,SKU014,3.0
DC018,SKU015,3.0
DC018,SKU016,3.0
DC018,SKU017,3.0
DC018,SKU018,3.0
DC018,SKU019,2.6044502129085427
DC018,SKU020,3.0
DC018,SKU021,3.1729900695240087
DC018,SKU022,3.0
DC018,SKU023,3.0
DC018,SKU024,3.0
DC018,SKU025,3.0
DC018,SKU026,3.0
DC018,SKU027,3.0
DC018,SKU028,3.0
DC018,SKU029,7.15194408156126
DC018,SKU030,2.7399249684314624
DC018,SKU031,3.051865249374326
DC018,SKU032,3.0
DC018,SKU033,30.33796808024971
DC018,SKU034,3.0
DC018,SKU035,13.440287824101537
DC018,SKU036,5.678423683907601
DC018,SKU037,4.480366516315003
DC018,SKU038,3.253443624383058
DC018,SKU039,4.205627706661064
DC018,SKU040,5.376641045066863
DC018,SKU041,7.171195091892756
DC018,SKU042,3.0
DC018,SKU043,3.0
DC018,SKU044,4.849086433543937
DC018,SKU045,6.627062462378452
DC018,SKU046,3.187967783653613
DC018,SKU047,5.753872739817134
DC018,SKU048,3.6748196788899294
DC018,SKU049,5.325392805339489
DC018,SKU050,3.0
DC018,SKU051,3.0
DC018,SKU052,3.0
DC018,SKU053,3.0
DC018,SKU054,7.815257415456156
DC018,SKU055,3.903747297070818
DC018,SKU056,3.0
DC018,SKU057,3.0
DC018,SKU058,4.499364668701237
DC018,SKU059,3.0
DC018,SKU060,8.797428926457805
DC018,SKU061,3.0
DC018,SKU062,7.287496055889565
DC018,SKU063,4.710261869068553
DC018,SKU064,3.668002680966952
DC018,SKU065,5.218126816836157
DC018,SKU066,33.46498429761348
DC018,SKU067,3.0
DC018,SKU068,4.117640439013156
DC018,SKU069,3.0
DC018,SKU070,3.0
DC018,SKU071,3.0
DC018,SKU072,3.0
DC018,SKU073,3.0
DC018,SKU074,3.540097999362713
DC018,SKU075,4.194626849011349
DC018,SKU076,3.0
DC018,SKU077,2.9144663218303584
DC018,SKU078,3.0
DC018,SKU079,3.0
DC018,SKU080,3.0
DC018,SKU081,3.0
DC018,SKU082,3.0
DC018,SKU083,4.078655510122799
DC018,SKU084,7.137862106175973
DC018,SKU085,6.917004167879209
DC018,SKU086,3.0
DC018,SKU087,3.0
DC018,SKU088,3.0
DC018,SKU089,3.0
DC018,SKU090,3.0
DC018,SKU091,3.0
DC018,SKU092,3.0
DC018,SKU093,3.0
DC018,SKU094,3.0
DC018,SKU095,3.0
DC018,SKU096,3.0
DC018,SKU097,3.0
DC018,SKU098,5.776235227077836
DC018,SKU099,3.698877091375011
DC018,SKU100,4.800977836094134
DC018,SKU101,15.29724211888126
DC018,SKU102,3.0
DC018,SKU103,3.0
DC018,SKU104,3.0
