dc_id,sku_id,mean_sale
DC009,SKU103,0.0
DC009,SKU104,0.0
DC010,SKU001,0.0
DC010,SKU002,0.0
DC010,SKU003,0.0
DC010,SKU004,0.0
DC010,SKU005,0.0
DC010,SKU006,0.0
DC010,SKU007,273.25
DC010,SKU008,677.75
DC010,SKU009,0.0
DC010,SKU010,805.5
DC010,SKU011,0.0
DC010,SKU012,275.0
DC010,SKU013,45.0
DC010,SKU014,0.0
DC010,SKU015,0.0
DC010,SKU016,0.0
DC010,SKU017,0.0
DC010,SKU018,0.0
DC010,SKU019,27.0
DC010,SKU020,25.0
DC010,SKU021,81.25
DC010,SKU022,0.0
DC010,SKU023,0.0
DC010,SKU024,0.0
DC010,SKU025,0.0
DC010,SKU026,0.0
DC010,SKU027,33.0
DC010,SKU028,0.0
DC010,SKU029,30.75
DC010,SKU030,205.75
DC010,SKU031,160.75
DC010,SKU032,0.0
DC010,SKU033,124.5
DC010,SKU034,0.0
DC010,SKU035,42.5
DC010,SKU036,816.0
DC010,SKU037,555.75
DC010,SKU038,3605.0
DC010,SKU039,67.75
DC010,SKU040,957.25
DC010,SKU041,325.0
DC010,SKU042,0.0
DC010,SKU043,0.0
DC010,SKU044,1660.75
DC010,SKU045,59.25
DC010,SKU046,33.0
DC010,SKU047,142.0
DC010,SKU048,39.25
DC010,SKU049,148.25
DC010,SKU050,0.0
DC010,SKU051,0.0
DC010,SKU052,0.0
DC010,SKU053,2.0
DC010,SKU054,64.0
DC010,SKU055,3.5
DC010,SKU056,0.0
DC010,SKU057,0.0
DC010,SKU058,24.5
DC010,SKU059,0.0
DC010,SKU060,15.5
DC010,SKU061,0.0
DC010,SKU062,541.5
DC010,SKU063,3694.25
DC010,SKU064,1494.75
DC010,SKU065,621.25
DC010,SKU066,14.25
DC010,SKU067,0.0
DC010,SKU068,3.25
DC010,SKU069,0.0
DC010,SKU070,3.5
DC010,SKU071,1.0
DC010,SKU072,117.75
DC010,SKU073,0.0
DC010,SKU074,77.0
DC010,SKU075,6.5
DC010,SKU076,0.0
DC010,SKU077,45.75
DC010,SKU078,0.25
DC010,SKU079,300.75
DC010,SKU080,0.0
DC010,SKU081,0.0
DC010,SKU082,0.0
DC010,SKU083,580.75
DC010,SKU084,326.75
DC010,SKU085,22.0
DC010,SKU086,0.0
DC010,SKU087,0.0
DC010,SKU088,0.0
DC010,SKU089,0.0
DC010,SKU090,0.0
DC010,SKU091,41.25
DC010,SKU092,85.75
DC010,SKU093,0.0
DC010,SKU094,0.0
DC010,SKU095,0.0
DC010,SKU096,0.0
DC010,SKU097,51.25
DC010,SKU098,15.25
DC010,SKU099,235.0
DC010,SKU100,173.5
DC010,SKU101,52.25
DC010,SKU102,15.0
DC010,SKU103,0.0
DC010,SKU104,0.0
DC011,SKU001,0.0
DC011,SKU002,0.0
DC011,SKU003,0.0
DC011,SKU004,0.0
DC011,SKU005,0.0
DC011,SKU006,0.0
DC011,SKU007,20.0
DC011,SKU008,232.75
DC011,SKU009,0.0
DC011,SKU010,13.0
DC011,SKU011,0.0
DC011,SKU012,0.0
DC011,SKU013,11.5
DC011,SKU014,0.0
DC011,SKU015,0.0
DC011,SKU016,0.0
DC011,SKU017,0.0
DC011,SKU018,0.0
DC011,SKU019,15.75
DC011,SKU020,11.0
DC011,SKU021,20.0
DC011,SKU022,0.0
DC011,SKU023,0.0
DC011,SKU024,0.0
DC011,SKU025,0.0
DC011,SKU026,0.0
DC011,SKU027,4.0
DC011,SKU028,0.0
DC011,SKU029,2.25
DC011,SKU030,58.0
DC011,SKU031,12.5
DC011,SKU032,0.0
DC011,SKU033,236.25
DC011,SKU034,0.0
DC011,SKU035,22.0
DC011,SKU036,136.25
DC011,SKU037,155.75
DC011,SKU038,1575.25
DC011,SKU039,20.0
DC011,SKU040,316.0
DC011,SKU041,0.0
DC011,SKU042,0.0
DC011,SKU043,0.0
DC011,SKU044,409.75
DC011,SKU045,2.0
DC011,SKU046,0.5
DC011,SKU047,65.25
DC011,SKU048,0.0
DC011,SKU049,51.0
DC011,SKU050,0.0
DC011,SKU051,0.0
DC011,SKU052,0.0
DC011,SKU053,0.0
DC011,SKU054,21.5
DC011,SKU055,0.0
DC011,SKU056,0.0
DC011,SKU057,0.0
DC011,SKU058,11.0
DC011,SKU059,0.0
DC011,SKU060,0.0
DC011,SKU061,0.0
DC011,SKU062,97.25
DC011,SKU063,848.5
DC011,SKU064,532.75
DC011,SKU065,22.0
DC011,SKU066,2.0
DC011,SKU067,0.0
DC011,SKU068,1.75
DC011,SKU069,0.0
DC011,SKU070,0.0
DC011,SKU071,0.0
DC011,SKU072,28.0
DC011,SKU073,0.0
DC011,SKU074,12.5
DC011,SKU075,0.0
DC011,SKU076,0.0
DC011,SKU077,3.25
DC011,SKU078,5.0
DC011,SKU079,66.75
DC011,SKU080,0.0
DC011,SKU081,0.0
DC011,SKU082,0.0
DC011,SKU083,205.0
DC011,SKU084,0.25
DC011,SKU085,2.0
DC011,SKU086,0.0
DC011,SKU087,0.0
DC011,SKU088,0.0
DC011,SKU089,0.0
DC011,SKU090,0.0
DC011,SKU091,4.0
DC011,SKU092,10.25
DC011,SKU093,0.0
DC011,SKU094,0.0
DC011,SKU095,0.0
DC011,SKU096,0.0
DC011,SKU097,3.25
DC011,SKU098,3.0
DC011,SKU099,74.75
DC011,SKU100,68.75
DC011,SKU101,7.0
DC011,SKU102,0.0
DC011,SKU103,0.0
DC011,SKU104,0.0
DC012,SKU001,0.0
DC012,SKU002,0.0
DC012,SKU003,0.0
DC012,SKU004,0.0
DC012,SKU005,0.0
DC012,SKU006,0.0
DC012,SKU007,80.25
DC012,SKU008,264.75
DC012,SKU009,24.25
DC012,SKU010,122.25
DC012,SKU011,0.0
DC012,SKU012,6.75
DC012,SKU013,20.0
DC012,SKU014,0.0
DC012,SKU015,0.0
DC012,SKU016,0.0
DC012,SKU017,0.0
DC012,SKU018,0.0
DC012,SKU019,4.5
DC012,SKU020,10.0
DC012,SKU021,41.5
DC012,SKU022,0.0
DC012,SKU023,0.0
DC012,SKU024,0.0
DC012,SKU025,0.0
DC012,SKU026,0.0
DC012,SKU027,29.25
DC012,SKU028,0.0
DC012,SKU029,22.0
DC012,SKU030,51.0
DC012,SKU031,0.0
DC012,SKU032,0.0
DC012,SKU033,359.5
DC012,SKU034,0.0
DC012,SKU035,20.25
DC012,SKU036,94.75
DC012,SKU037,185.25
DC012,SKU038,1675.5
DC012,SKU039,6.5
DC012,SKU040,79.25
DC012,SKU041,0.75
DC012,SKU042,0.0
DC012,SKU043,0.0
DC012,SKU044,569.75
DC012,SKU045,4.75
DC012,SKU046,14.5
DC012,SKU047,12.5
DC012,SKU048,0.0
DC012,SKU049,25.0
DC012,SKU050,0.0
DC012,SKU051,0.0
DC012,SKU052,0.0
DC012,SKU053,0.0
DC012,SKU054,18.75
DC012,SKU055,0.0
DC012,SKU056,0.0
DC012,SKU057,0.0
DC012,SKU058,7.25
DC012,SKU059,0.0
DC012,SKU060,2.25
DC012,SKU061,0.0
DC012,SKU062,89.25
DC012,SKU063,1636.25
DC012,SKU064,545.25
DC012,SKU065,128.5
DC012,SKU066,6.0
DC012,SKU067,0.0
DC012,SKU068,0.0
DC012,SKU069,0.0
DC012,SKU070,2.0
DC012,SKU071,0.0
DC012,SKU072,23.25
DC012,SKU073,0.0
DC012,SKU074,24.0
DC012,SKU075,4.25
DC012,SKU076,0.0
DC012,SKU077,5.5
DC012,SKU078,0.0
DC012,SKU079,102.0
DC012,SKU080,0.0
DC012,SKU081,0.0
DC012,SKU082,0.0
DC012,SKU083,151.75
DC012,SKU084,31.25
DC012,SKU085,4.25
DC012,SKU086,0.0
DC012,SKU087,0.0
DC012,SKU088,0.0
DC012,SKU089,0.0
DC012,SKU090,0.0
DC012,SKU091,9.0
DC012,SKU092,17.25
DC012,SKU093,0.0
DC012,SKU094,0.0
DC012,SKU095,0.0
DC012,SKU096,0.0
DC012,SKU097,5.5
DC012,SKU098,6.0
DC012,SKU099,60.75
DC012,SKU100,45.25
DC012,SKU101,7.5
DC012,SKU102,0.0
DC012,SKU103,0.0
DC012,SKU104,0.0
DC013,SKU001,0.0
DC013,SKU002,0.0
DC013,SKU003,0.0
DC013,SKU004,0.0
DC013,SKU005,0.0
DC013,SKU006,0.0
DC013,SKU007,43.0
DC013,SKU008,290.25
DC013,SKU009,0.0
DC013,SKU010,100.0
DC013,SKU011,0.0
DC013,SKU012,1.0
DC013,SKU013,20.5
DC013,SKU014,0.0
DC013,SKU015,0.0
DC013,SKU016,0.0
DC013,SKU017,0.0
DC013,SKU018,0.0
DC013,SKU019,0.0
DC013,SKU020,10.0
DC013,SKU021,23.25
DC013,SKU022,0.0
DC013,SKU023,0.0
DC013,SKU024,0.0
DC013,SKU025,0.0
DC013,SKU026,0.0
DC013,SKU027,4.75
DC013,SKU028,0.0
DC013,SKU029,6.75
DC013,SKU030,25.0
DC013,SKU031,8.0
DC013,SKU032,0.0
DC013,SKU033,237.75
DC013,SKU034,0.0
DC013,SKU035,21.25
DC013,SKU036,139.5
DC013,SKU037,200.0
DC013,SKU038,2946.0
DC013,SKU039,19.0
DC013,SKU040,266.5
DC013,SKU041,42.5
DC013,SKU042,0.0
DC013,SKU043,0.0
DC013,SKU044,320.75
DC013,SKU045,6.75
DC013,SKU046,13.75
DC013,SKU047,114.0
DC013,SKU048,9.0
DC013,SKU049,44.5
DC013,SKU050,0.0
DC013,SKU051,0.0
DC013,SKU052,0.0
DC013,SKU053,0.0
DC013,SKU054,45.0
DC013,SKU055,0.0
DC013,SKU056,0.0
DC013,SKU057,0.0
DC013,SKU058,5.0
DC013,SKU059,0.0
DC013,SKU060,2.25
DC013,SKU061,0.0
DC013,SKU062,117.25
DC013,SKU063,1076.5
DC013,SKU064,419.25
DC013,SKU065,106.0
DC013,SKU066,20.5
DC013,SKU067,0.0
DC013,SKU068,6.0
DC013,SKU069,0.0
DC013,SKU070,2.0
DC013,SKU071,0.0
DC013,SKU072,10.75
DC013,SKU073,0.0
DC013,SKU074,10.75
DC013,SKU075,2.0
DC013,SKU076,0.0
DC013,SKU077,11.75
DC013,SKU078,5.0
DC013,SKU079,5.75
DC013,SKU080,0.0
DC013,SKU081,0.0
DC013,SKU082,0.0
DC013,SKU083,167.25
DC013,SKU084,62.25
DC013,SKU085,6.0
DC013,SKU086,0.0
DC013,SKU087,0.0
DC013,SKU088,0.0
DC013,SKU089,0.0
DC013,SKU090,0.0
DC013,SKU091,7.0
DC013,SKU092,7.25
DC013,SKU093,0.0
DC013,SKU094,0.0
DC013,SKU095,0.0
DC013,SKU096,0.0
DC013,SKU097,0.0
DC013,SKU098,4.25
DC013,SKU099,53.75
DC013,SKU100,51.75
DC013,SKU101,7.0
DC013,SKU102,0.0
DC013,SKU103,0.0
DC013,SKU104,0.0
DC014,SKU001,0.0
DC014,SKU002,0.0
DC014,SKU003,0.0
DC014,SKU004,0.0
DC014,SKU005,0.0
DC014,SKU006,0.0
DC014,SKU007,39.25
DC014,SKU008,245.25
DC014,SKU009,0.0
DC014,SKU010,0.0
DC014,SKU011,0.0
DC014,SKU012,0.0
DC014,SKU013,9.25
DC014,SKU014,0.0
DC014,SKU015,0.0
DC014,SKU016,0.0
DC014,SKU017,0.0
DC014,SKU018,0.0
DC014,SKU019,2.25
DC014,SKU020,2.0
DC014,SKU021,14.0
DC014,SKU022,0.0
DC014,SKU023,0.0
DC014,SKU024,0.0
DC014,SKU025,0.0
DC014,SKU026,0.0
DC014,SKU027,0.0
DC014,SKU028,0.0
DC014,SKU029,6.0
DC014,SKU030,54.0
DC014,SKU031,4.0
DC014,SKU032,0.0
DC014,SKU033,418.5
DC014,SKU034,0.0
DC014,SKU035,3.25
DC014,SKU036,106.0
DC014,SKU037,136.75
DC014,SKU038,1736.5
DC014,SKU039,0.0
DC014,SKU040,159.5
DC014,SKU041,0.0
DC014,SKU042,0.0
DC014,SKU043,0.0
DC014,SKU044,498.5
DC014,SKU045,0.0
DC014,SKU046,0.0
DC014,SKU047,57.25
DC014,SKU048,1.0
DC014,SKU049,41.5
DC014,SKU050,0.0
DC014,SKU051,0.0
DC014,SKU052,0.0
DC014,SKU053,0.0
DC014,SKU054,11.25
DC014,SKU055,0.0
DC014,SKU056,0.0
DC014,SKU057,0.0
DC014,SKU058,6.0
DC014,SKU059,0.0
DC014,SKU060,0.0
DC014,SKU061,0.0
DC014,SKU062,65.75
DC014,SKU063,771.5
DC014,SKU064,426.75
DC014,SKU065,0.0
DC014,SKU066,6.25
DC014,SKU067,0.0
DC014,SKU068,0.0
DC014,SKU069,0.0
DC014,SKU070,0.0
DC014,SKU071,0.0
DC014,SKU072,35.0
DC014,SKU073,0.0
DC014,SKU074,20.0
DC014,SKU075,0.0
DC014,SKU076,0.0
DC014,SKU077,18.0
DC014,SKU078,0.0
DC014,SKU079,136.75
DC014,SKU080,0.0
DC014,SKU081,0.0
DC014,SKU082,0.0
DC014,SKU083,133.75
DC014,SKU084,0.0
DC014,SKU085,1.0
DC014,SKU086,0.0
DC014,SKU087,0.0
DC014,SKU088,0.0
DC014,SKU089,0.0
DC014,SKU090,0.0
DC014,SKU091,6.25
DC014,SKU092,25.0
DC014,SKU093,0.0
DC014,SKU094,0.0
DC014,SKU095,0.0
DC014,SKU096,0.0
DC014,SKU097,20.0
DC014,SKU098,1.25
DC014,SKU099,41.0
DC014,SKU100,38.0
DC014,SKU101,0.0
DC014,SKU102,0.0
DC014,SKU103,0.0
DC014,SKU104,0.0
DC015,SKU001,0.0
DC015,SKU002,0.0
DC015,SKU003,0.0
DC015,SKU004,0.0
DC015,SKU005,0.0
DC015,SKU006,0.0
DC015,SKU007,46.0
DC015,SKU008,594.5
DC015,SKU009,0.0
DC015,SKU010,199.25
DC015,SKU011,0.0
DC015,SKU012,27.0
DC015,SKU013,30.25
DC015,SKU014,0.0
DC015,SKU015,0.0
DC015,SKU016,0.0
DC015,SKU017,0.0
DC015,SKU018,0.0
DC015,SKU019,54.25
DC015,SKU020,23.0
DC015,SKU021,166.0
DC015,SKU022,0.0
DC015,SKU023,0.0
DC015,SKU024,0.0
DC015,SKU025,0.0
DC015,SKU026,0.0
DC015,SKU027,142.25
DC015,SKU028,0.0
DC015,SKU029,19.5
DC015,SKU030,121.5
DC015,SKU031,17.0
DC015,SKU032,0.0
DC015,SKU033,943.75
DC015,SKU034,0.0
DC015,SKU035,78.5
DC015,SKU036,543.75
DC015,SKU037,617.75
DC015,SKU038,4056.5
DC015,SKU039,33.75
DC015,SKU040,843.75
DC015,SKU041,77.5
DC015,SKU042,0.0
DC015,SKU043,0.0
DC015,SKU044,943.5
DC015,SKU045,16.0
DC015,SKU046,252.5
DC015,SKU047,230.75
DC015,SKU048,0.0
DC015,SKU049,125.75
DC015,SKU050,0.0
DC015,SKU051,0.0
DC015,SKU052,0.0
DC015,SKU053,0.0
DC015,SKU054,35.0
DC015,SKU055,0.0
DC015,SKU056,0.0
DC015,SKU057,0.0
DC015,SKU058,42.0
DC015,SKU059,0.0
DC015,SKU060,0.0
DC015,SKU061,0.0
DC015,SKU062,248.25
DC015,SKU063,3410.25
DC015,SKU064,1409.5
DC015,SKU065,344.5
DC015,SKU066,7.0
DC015,SKU067,14.0
DC015,SKU068,15.0
DC015,SKU069,0.0
DC015,SKU070,3.5
DC015,SKU071,0.75
DC015,SKU072,40.75
DC015,SKU073,3.0
DC015,SKU074,43.0
DC015,SKU075,8.0
DC015,SKU076,0.0
DC015,SKU077,24.75
DC015,SKU078,6.5
DC015,SKU079,109.5
DC015,SKU080,0.0
DC015,SKU081,0.0
DC015,SKU082,0.0
DC015,SKU083,544.0
DC015,SKU084,119.5
DC015,SKU085,4.0
DC015,SKU086,0.0
DC015,SKU087,0.0
DC015,SKU088,0.0
DC015,SKU089,0.0
DC015,SKU090,0.0
DC015,SKU091,99.75
DC015,SKU092,47.75
DC015,SKU093,0.0
DC015,SKU094,0.0
DC015,SKU095,0.0
DC015,SKU096,0.0
DC015,SKU097,19.0
DC015,SKU098,69.0
DC015,SKU099,211.75
DC015,SKU100,175.5
DC015,SKU101,39.25
DC015,SKU102,0.0
DC015,SKU103,0.0
DC015,SKU104,0.0
DC016,SKU001,0.0
DC016,SKU002,0.0
DC016,SKU003,0.0
DC016,SKU004,0.0
DC016,SKU005,0.0
DC016,SKU006,0.0
DC016,SKU007,43.75
DC016,SKU008,301.25
DC016,SKU009,0.0
DC016,SKU010,230.0
DC016,SKU011,0.0
DC016,SKU012,0.0
DC016,SKU013,10.5
DC016,SKU014,0.0
DC016,SKU015,0.0
DC016,SKU016,0.0
DC016,SKU017,0.0
DC016,SKU018,0.0
DC016,SKU019,2.0
DC016,SKU020,3.0
DC016,SKU021,36.0
DC016,SKU022,0.0
DC016,SKU023,0.0
DC016,SKU024,0.0
DC016,SKU025,0.0
DC016,SKU026,0.0
DC016,SKU027,0.0
DC016,SKU028,0.0
DC016,SKU029,13.0
DC016,SKU030,85.25
DC016,SKU031,4.0
DC016,SKU032,0.0
DC016,SKU033,375.0
DC016,SKU034,0.0
DC016,SKU035,37.0
DC016,SKU036,186.5
DC016,SKU037,169.75
DC016,SKU038,1912.5
DC016,SKU039,12.0
DC016,SKU040,231.0
DC016,SKU041,75.0
DC016,SKU042,46.0
DC016,SKU043,0.0
DC016,SKU044,640.75
DC016,SKU045,10.0
DC016,SKU046,47.0
DC016,SKU047,58.25
DC016,SKU048,0.0
DC016,SKU049,56.25
DC016,SKU050,0.0
DC016,SKU051,0.0
DC016,SKU052,0.0
DC016,SKU053,0.0
DC016,SKU054,8.75
DC016,SKU055,0.0
DC016,SKU056,0.0
DC016,SKU057,0.0
DC016,SKU058,10.75
DC016,SKU059,0.0
DC016,SKU060,0.0
DC016,SKU061,0.0
DC016,SKU062,108.0
DC016,SKU063,1494.75
DC016,SKU064,764.75
DC016,SKU065,146.5
DC016,SKU066,7.0
DC016,SKU067,0.0
DC016,SKU068,1.0
DC016,SKU069,0.0
DC016,SKU070,0.0
DC016,SKU071,0.0
DC016,SKU072,31.0
DC016,SKU073,0.0
DC016,SKU074,9.0
DC016,SKU075,0.0
DC016,SKU076,0.0
DC016,SKU077,9.0
DC016,SKU078,2.25
DC016,SKU079,160.25
DC016,SKU080,0.0
DC016,SKU081,0.0
DC016,SKU082,0.0
DC016,SKU083,239.25
DC016,SKU084,63.0
DC016,SKU085,1.75
DC016,SKU086,0.0
DC016,SKU087,0.0
DC016,SKU088,0.0
DC016,SKU089,0.0
DC016,SKU090,0.0
DC016,SKU091,8.75
DC016,SKU092,20.75
DC016,SKU093,0.0
DC016,SKU094,0.0
DC016,SKU095,0.0
DC016,SKU096,0.0
DC016,SKU097,16.75
DC016,SKU098,6.0
DC016,SKU099,63.5
DC016,SKU100,59.75
DC016,SKU101,10.0
DC016,SKU102,0.75
DC016,SKU103,0.0
DC016,SKU104,0.0
DC017,SKU001,0.0
DC017,SKU002,0.0
DC017,SKU003,0.0
DC017,SKU004,0.0
DC017,SKU005,0.0
DC017,SKU006,0.0
DC017,SKU007,34.0
DC017,SKU008,383.5
DC017,SKU009,0.0
DC017,SKU010,24.0
DC017,SKU011,0.0
DC017,SKU012,0.0
DC017,SKU013,43.25
DC017,SKU014,0.0
DC017,SKU015,0.0
DC017,SKU016,0.0
DC017,SKU017,0.0
DC017,SKU018,0.0
DC017,SKU019,21.5
DC017,SKU020,13.0
DC017,SKU021,68.0
DC017,SKU022,0.0
DC017,SKU023,0.0
DC017,SKU024,0.0
DC017,SKU025,0.0
DC017,SKU026,0.0
DC017,SKU027,1.5
DC017,SKU028,0.0
DC017,SKU029,5.0
DC017,SKU030,74.0
DC017,SKU031,2.0
DC017,SKU032,0.0
DC017,SKU033,173.25
DC017,SKU034,0.0
DC017,SKU035,45.0
DC017,SKU036,143.5
DC017,SKU037,631.25
DC017,SKU038,3450.0
DC017,SKU039,18.5
DC017,SKU040,518.75
DC017,SKU041,42.75
DC017,SKU042,9.0
DC017,SKU043,0.0
DC017,SKU044,589.25
DC017,SKU045,0.0
DC017,SKU046,0.0
DC017,SKU047,124.75
DC017,SKU048,2.0
DC017,SKU049,52.75
DC017,SKU050,0.0
DC017,SKU051,0.0
DC017,SKU052,0.0
DC017,SKU053,37.0
DC017,SKU054,55.0
DC017,SKU055,0.0
DC017,SKU056,0.0
DC017,SKU057,0.0
DC017,SKU058,16.0
DC017,SKU059,0.0
DC017,SKU060,3.0
DC017,SKU061,0.0
DC017,SKU062,208.25
DC017,SKU063,2397.25
DC017,SKU064,1323.25
DC017,SKU065,119.75
DC017,SKU066,10.75
DC017,SKU067,0.0
DC017,SKU068,9.0
DC017,SKU069,0.0
DC017,SKU070,0.0
DC017,SKU071,0.0
DC017,SKU072,23.0
DC017,SKU073,0.0
DC017,SKU074,32.0
DC017,SKU075,8.0
DC017,SKU076,0.0
DC017,SKU077,0.5
DC017,SKU078,6.25
DC017,SKU079,75.25
DC017,SKU080,0.0
DC017,SKU081,0.0
DC017,SKU082,0.0
DC017,SKU083,359.5
DC017,SKU084,29.75
DC017,SKU085,3.75
DC017,SKU086,0.0
DC017,SKU087,0.0
DC017,SKU088,0.0
DC017,SKU089,0.0
DC017,SKU090,0.0
DC017,SKU091,13.25
DC017,SKU092,26.75
DC017,SKU093,0.0
DC017,SKU094,0.0
DC017,SKU095,0.0
DC017,SKU096,0.0
DC017,SKU097,11.0
DC017,SKU098,8.75
DC017,SKU099,86.75
DC017,SKU100,104.5
DC017,SKU101,0.0
DC017,SKU102,0.0
DC017,SKU103,0.0
DC017,SKU104,0.0
DC018,SKU001,0.0
DC018,SKU002,0.0
DC018,SKU003,0.0
DC018,SKU004,0.0
DC018,SKU005,0.0
DC018,SKU006,0.0
DC018,SKU007,47.75
DC018,SKU008,265.25
DC018,SKU009,0.0
DC018,SKU010,142.25
DC018,SKU011,0.0
DC018,SKU012,0.25
DC018,SKU013,15.25
DC018,SKU014,0.0
DC018,SKU015,0.0
DC018,SKU016,0.0
DC018,SKU017,0.0
DC018,SKU018,0.0
DC018,SKU019,14.0
DC018,SKU020,5.0
DC018,SKU021,61.0
DC018,SKU022,0.0
DC018,SKU023,0.0
DC018,SKU024,0.0
DC018,SKU025,0.0
DC018,SKU026,0.0
DC018,SKU027,0.0
DC018,SKU028,0.0
DC018,SKU029,5.5
DC018,SKU030,14.0
DC018,SKU031,8.0
DC018,SKU032,0.0
DC018,SKU033,57.75
DC018,SKU034,0.0
DC018,SKU035,11.0
DC018,SKU036,77.25
DC018,SKU037,368.75
DC018,SKU038,2095.75
DC018,SKU039,8.0
DC018,SKU040,180.75
DC018,SKU041,33.75
DC018,SKU042,0.0
DC018,SKU043,0.0
DC018,SKU044,202.75
DC018,SKU045,4.25
DC018,SKU046,39.0
DC018,SKU047,50.75
DC018,SKU048,9.0
DC018,SKU049,36.5
DC018,SKU050,0.0
DC018,SKU051,0.0
DC018,SKU052,0.0
DC018,SKU053,0.0
DC018,SKU054,12.5
DC018,SKU055,3.0
DC018,SKU056,0.0
DC018,SKU057,0.0
DC018,SKU058,15.0
DC018,SKU059,0.0
DC018,SKU060,3.0
DC018,SKU061,0.0
DC018,SKU062,51.5
DC018,SKU063,1418.75
DC018,SKU064,633.25
DC018,SKU065,130.75
DC018,SKU066,0.5
DC018,SKU067,0.0
DC018,SKU068,2.0
DC018,SKU069,0.0
DC018,SKU070,0.0
DC018,SKU071,0.25
DC018,SKU072,1.75
DC018,SKU073,0.0
DC018,SKU074,15.0
DC018,SKU075,2.0
DC018,SKU076,0.0
DC018,SKU077,4.0
DC018,SKU078,0.0
DC018,SKU079,0.0
DC018,SKU080,0.0
DC018,SKU081,0.0
DC018,SKU082,0.0
DC018,SKU083,188.5
DC018,SKU084,48.25
DC018,SKU085,3.0
DC018,SKU086,0.0
DC018,SKU087,0.0
DC018,SKU088,0.0
DC018,SKU089,0.0
DC018,SKU090,0.0
DC018,SKU091,12.0
DC018,SKU092,7.0
DC018,SKU093,0.0
DC018,SKU094,0.0
DC018,SKU095,0.0
DC018,SKU096,0.0
DC018,SKU097,0.0
DC018,SKU098,2.25
DC018,SKU099,52.0
DC018,SKU100,47.75
DC018,SKU101,5.25
DC018,SKU102,0.0
DC018,SKU103,0.0
DC018,SKU104,0.0
